acs_release_year,acs_window,GEOID,NAME,median_household_income,poverty_rate_pct,renter_occupied_pct,age_65_plus_pct,elderly_living_alone_pct,disability_pct,nonwhite_pct,limited_english_households_pct,count_age_65_plus,count_elderly_living_alone,count_disabled,count_nonwhite,count_limited_english_households
2020,2016-2020,31109001003,"Census Tract 10.03, Lancaster County, Nebraska",54196,13.27,75.49,10.98,40.36,14.31,21.48,5.13,441,178,575,863,102
2020,2016-2020,31109001101,"Census Tract 11.01, Lancaster County, Nebraska",72824,8.8,27.18,19.02,15.55,10.26,8.21,0.0,836,130,451,361,0
2020,2016-2020,31109001102,"Census Tract 11.02, Lancaster County, Nebraska",65338,11.71,17.93,15.86,23.75,9.23,9.24,0.0,560,133,323,326,0
2020,2016-2020,31109001200,"Census Tract 12, Lancaster County, Nebraska",72972,6.8,36.51,14.05,26.47,7.76,8.6,0.0,884,234,488,541,0
2020,2016-2020,31109001301,"Census Tract 13.01, Lancaster County, Nebraska",67370,5.2,39.99,37.76,39.26,15.62,4.61,1.03,1360,534,559,166,18
2020,2016-2020,31109001302,"Census Tract 13.02, Lancaster County, Nebraska",84044,2.74,10.43,23.31,30.65,9.86,10.43,0.0,695,213,294,311,0
2020,2016-2020,31109001400,"Census Tract 14, Lancaster County, Nebraska",58491,12.73,26.95,19.91,33.2,15.1,6.79,3.03,964,320,707,329,61
2020,2016-2020,31109001500,"Census Tract 15, Lancaster County, Nebraska",56983,8.14,33.81,14.51,20.31,9.37,14.82,1.43,655,133,408,669,26
2020,2016-2020,31109001600,"Census Tract 16, Lancaster County, Nebraska",58965,12.35,36.35,13.89,33.03,9.39,15.76,1.13,781,258,528,886,29
2020,2016-2020,31109001700,"Census Tract 17, Lancaster County, Nebraska",31331,34.98,85.08,10.76,34.71,17.42,44.46,10.47,556,193,899,2297,280
2020,2016-2020,31109001800,"Census Tract 18, Lancaster County, Nebraska",23451,38.49,90.55,5.53,72.12,15.46,36.95,8.39,104,75,290,695,79
2020,2016-2020,31109001900,"Census Tract 19, Lancaster County, Nebraska",20357,57.89,86.59,8.34,30.19,8.87,13.16,2.66,159,48,168,251,24
2020,2016-2020,31109002001,"Census Tract 20.01, Lancaster County, Nebraska",25811,32.39,96.22,5.02,57.94,17.89,22.61,4.65,126,73,447,567,75
2020,2016-2020,31109002002,"Census Tract 20.02, Lancaster County, Nebraska",27639,30.61,94.71,6.92,81.91,19.74,29.67,6.61,199,163,501,853,105
2020,2016-2020,31109002100,"Census Tract 21, Lancaster County, Nebraska",43098,32.77,61.9,4.63,46.83,13.96,19.14,5.09,126,59,380,521,58
2020,2016-2020,31109002200,"Census Tract 22, Lancaster County, Nebraska",49983,19.0,56.36,7.7,35.63,17.58,23.61,6.68,449,160,1006,1376,160
2020,2016-2020,31109002300,"Census Tract 23, Lancaster County, Nebraska",55905,12.15,45.52,12.97,14.02,14.35,14.09,5.52,749,105,829,814,139
2020,2016-2020,31109002400,"Census Tract 24, Lancaster County, Nebraska",114987,3.28,6.34,15.5,17.59,4.57,1.78,0.0,540,95,159,62,0
2020,2016-2020,31109002500,"Census Tract 25, Lancaster County, Nebraska",61263,3.95,24.44,21.99,29.58,13.85,4.77,0.0,1153,341,726,250,0
2020,2016-2020,31109002701,"Census Tract 27.01, Lancaster County, Nebraska",41903,8.63,69.24,10.3,68.06,10.17,22.0,3.78,335,228,330,716,53
2020,2016-2020,31109002702,"Census Tract 27.02, Lancaster County, Nebraska",66172,9.47,35.92,19.44,16.39,9.29,20.37,0.0,1092,179,510,1144,0
2020,2016-2020,31109002800,"Census Tract 28, Lancaster County, Nebraska",68583,5.95,31.0,20.04,21.4,11.43,9.32,0.56,1098,235,624,511,14
2020,2016-2020,31109002900,"Census Tract 29, Lancaster County, Nebraska",43411,20.44,68.18,9.4,57.09,10.83,21.01,4.31,494,282,569,1104,116
2020,2016-2020,31109003002,"Census Tract 30.02, Lancaster County, Nebraska",45284,12.44,43.95,13.57,21.53,12.41,21.83,2.43,404,87,368,650,34
2020,2016-2020,31109003003,"Census Tract 30.03, Lancaster County, Nebraska",46106,14.84,49.65,12.01,24.83,10.81,25.19,4.9,604,150,537,1267,106
2020,2016-2020,31109003004,"Census Tract 30.04, Lancaster County, Nebraska",63908,3.86,40.67,23.42,36.26,13.4,14.44,1.81,764,277,437,471,26
2020,2016-2020,31109003005,"Census Tract 30.05, Lancaster County, Nebraska",66977,23.2,29.33,12.93,26.91,7.18,25.08,8.46,628,169,346,1218,143
2020,2016-2020,31109003102,"Census Tract 31.02, Lancaster County, Nebraska",83399,2.27,27.94,7.57,16.41,5.13,6.49,0.0,457,75,309,392,0
2020,2016-2020,31109003103,"Census Tract 31.03, Lancaster County, Nebraska",55195,15.37,48.08,6.01,18.4,14.34,26.65,8.48,163,30,389,723,73
2020,2016-2020,31109003104,"Census Tract 31.04, Lancaster County, Nebraska",41000,17.7,47.82,6.07,57.62,14.4,15.7,3.39,328,189,778,848,73
2020,2016-2020,31109003202,"Census Tract 32.02, Lancaster County, Nebraska",53320,19.48,73.83,10.59,28.91,13.02,14.62,0.0,294,85,360,406,0
2020,2016-2020,31109003301,"Census Tract 33.01, Lancaster County, Nebraska",55898,24.91,51.53,10.92,35.28,9.78,13.19,2.75,394,139,353,476,44
2020,2016-2020,31109003302,"Census Tract 33.02, Lancaster County, Nebraska",95625,6.86,5.88,4.17,29.91,6.84,15.78,3.45,214,64,326,811,51
2020,2016-2020,31109003401,"Census Tract 34.01, Lancaster County, Nebraska",81250,4.74,19.55,7.3,15.45,7.73,25.65,6.22,453,70,388,1592,113
2020,2016-2020,31109003402,"Census Tract 34.02, Lancaster County, Nebraska",51369,14.87,33.63,7.84,36.24,8.93,23.28,5.34,516,187,588,1533,131
2020,2016-2020,31109003500,"Census Tract 35, Lancaster County, Nebraska",-666666666,,,12.0,0.0,,17.33,,9,0,0,13,0
2020,2016-2020,31109003601,"Census Tract 36.01, Lancaster County, Nebraska",-666666666,,,3.09,0.0,,49.48,,39,0,0,624,0
2020,2016-2020,31109003604,"Census Tract 36.04, Lancaster County, Nebraska",114861,2.6,18.59,21.57,12.16,8.48,11.56,0.0,707,86,278,379,0
2020,2016-2020,31109003605,"Census Tract 36.05, Lancaster County, Nebraska",81538,6.51,17.05,12.79,34.37,9.45,13.11,0.0,515,177,377,528,0
2020,2016-2020,31109003607,"Census Tract 36.07, Lancaster County, Nebraska",81181,4.8,53.71,7.51,15.34,4.08,24.97,4.82,352,54,190,1171,85
2020,2016-2020,31109003608,"Census Tract 36.08, Lancaster County, Nebraska",59330,14.14,42.53,15.82,29.5,13.37,6.49,0.0,200,59,169,82,0
2020,2016-2020,31109003609,"Census Tract 36.09, Lancaster County, Nebraska",97462,6.99,23.32,24.24,16.42,8.05,13.87,1.14,603,99,200,345,11
2020,2016-2020,31109003704,"Census Tract 37.04, Lancaster County, Nebraska",50260,7.34,71.42,7.56,40.91,6.74,19.6,5.7,418,171,372,1084,143
2020,2016-2020,31109003708,"Census Tract 37.08, Lancaster County, Nebraska",75219,5.4,47.65,25.96,39.88,14.63,7.86,0.0,1043,416,586,316,0
2020,2016-2020,31109003709,"Census Tract 37.09, Lancaster County, Nebraska",85726,6.85,23.17,12.57,18.21,6.2,7.61,0.59,626,114,309,379,11
2020,2016-2020,31109003713,"Census Tract 37.13, Lancaster County, Nebraska",113375,4.06,25.62,24.0,8.45,9.38,5.13,0.0,627,53,245,134,0
2020,2016-2020,31109003714,"Census Tract 37.14, Lancaster County, Nebraska",115972,2.24,19.68,10.35,24.17,6.55,6.8,0.46,513,124,324,337,8
2020,2016-2020,31109003715,"Census Tract 37.15, Lancaster County, Nebraska",117188,5.2,17.25,20.99,15.5,5.29,13.62,5.79,484,75,122,314,51
2020,2016-2020,31109003716,"Census Tract 37.16, Lancaster County, Nebraska",95227,3.73,31.39,14.32,33.77,9.33,14.97,3.69,761,257,495,796,71
2020,2016-2020,31109003718,"Census Tract 37.18, Lancaster County, Nebraska",120083,1.64,6.74,22.3,5.47,5.3,8.43,0.0,749,41,178,283,0
2020,2016-2020,31109003719,"Census Tract 37.19, Lancaster County, Nebraska",112396,4.49,26.48,13.45,12.67,7.61,9.12,1.55,718,91,404,487,31
2020,2016-2020,31109003721,"Census Tract 37.21, Lancaster County, Nebraska",95684,5.17,34.71,18.13,21.3,7.52,8.88,3.02,751,160,311,368,55
2020,2016-2020,31109003722,"Census Tract 37.22, Lancaster County, Nebraska",41528,13.21,74.63,43.52,48.88,29.76,0.76,0.0,806,394,525,14,0
2020,2016-2020,31109003723,"Census Tract 37.23, Lancaster County, Nebraska",92188,2.76,2.53,19.14,17.53,6.66,9.03,0.0,776,136,270,366,0
2020,2016-2020,31109003724,"Census Tract 37.24, Lancaster County, Nebraska",71761,3.33,30.67,28.42,28.78,9.02,3.54,0.0,1084,312,344,135,0
2020,2016-2020,31109003725,"Census Tract 37.25, Lancaster County, Nebraska",133506,1.23,14.69,8.84,20.0,6.84,2.78,0.0,245,49,189,77,0
2020,2016-2020,31109003726,"Census Tract 37.26, Lancaster County, Nebraska",106250,0.76,32.74,10.12,10.71,3.54,15.07,0.47,252,27,88,375,4
2020,2016-2020,31109003727,"Census Tract 37.27, Lancaster County, Nebraska",109221,5.49,10.37,21.68,10.7,6.87,3.66,0.0,486,52,154,82,0
2020,2016-2020,31109003728,"Census Tract 37.28, Lancaster County, Nebraska",74722,6.25,27.53,16.8,17.19,10.4,11.02,0.0,704,121,433,462,0
2020,2016-2020,31109003801,"Census Tract 38.01, Lancaster County, Nebraska",64743,7.78,27.46,33.53,38.44,16.95,5.07,0.0,1574,605,796,238,0
2020,2016-2020,31109003802,"Census Tract 38.02, Lancaster County, Nebraska",78446,5.53,16.03,19.86,19.68,10.04,3.27,1.75,625,123,316,103,23
2020,2016-2020,31109010100,"Census Tract 101, Lancaster County, Nebraska",92202,3.53,14.16,18.59,20.12,8.21,2.67,0.0,1213,244,528,174,0
2020,2016-2020,31109010202,"Census Tract 102.02, Lancaster County, Nebraska",95292,3.94,13.18,15.52,12.16,5.51,3.26,0.0,666,81,236,140,0
2020,2016-2020,31109010203,"Census Tract 102.03, Lancaster County, Nebraska",120387,2.02,20.69,3.56,8.62,3.56,4.36,1.51,58,5,58,71,10
2020,2016-2020,31109010204,"Census Tract 102.04, Lancaster County, Nebraska",58632,16.72,54.48,4.58,6.96,4.58,18.61,3.31,230,16,225,934,64
2020,2016-2020,31109010300,"Census Tract 103, Lancaster County, Nebraska",89583,3.32,6.43,26.25,9.54,18.97,2.87,0.12,1153,110,826,126,2
2020,2016-2020,31109010401,"Census Tract 104.01, Lancaster County, Nebraska",94321,2.38,8.43,13.08,17.29,6.85,1.47,0.41,561,97,294,63,6
2020,2016-2020,31109010402,"Census Tract 104.02, Lancaster County, Nebraska",92368,2.31,7.78,16.56,24.52,10.44,3.34,1.83,832,204,523,168,32
2020,2016-2020,31109983200,"Census Tract 9832, Lancaster County, Nebraska",-666666666,,,0.0,,,38.46,,0,0,0,45,0
2021,2017-2021,31109000100,"Census Tract 1, Lancaster County, Nebraska",43656,9.78,39.99,19.21,39.31,21.3,7.01,0.0,608,239,672,222,0
2021,2017-2021,31109000201,"Census Tract 2.01, Lancaster County, Nebraska",65240,10.49,36.39,15.71,53.15,13.54,9.47,0.58,730,388,621,440,12
2021,2017-2021,31109000202,"Census Tract 2.02, Lancaster County, Nebraska",38600,28.66,66.37,9.55,44.21,10.1,16.98,0.64,380,168,402,676,10
2021,2017-2021,31109000300,"Census Tract 3, Lancaster County, Nebraska",43506,21.1,68.72,8.43,37.54,14.12,20.46,0.0,349,131,581,847,0
2021,2017-2021,31109000400,"Census Tract 4, Lancaster County, Nebraska",41103,33.53,65.38,7.29,51.17,10.98,36.44,5.66,426,218,642,2130,119
2021,2017-2021,31109000500,"Census Tract 5, Lancaster County, Nebraska",32935,47.1,89.12,4.08,64.42,11.98,22.81,3.15,104,67,303,582,33
2021,2017-2021,31109000600,"Census Tract 6, Lancaster County, Nebraska",38317,56.55,100.0,0.0,,4.59,16.39,0.0,0,0,283,1010,0
2021,2017-2021,31109000700,"Census Tract 7, Lancaster County, Nebraska",32619,27.36,77.95,7.54,29.47,9.85,55.06,17.97,190,56,248,1387,207
2021,2017-2021,31109000800,"Census Tract 8, Lancaster County, Nebraska",41609,32.25,55.53,5.67,48.26,16.4,31.93,9.65,230,111,665,1295,151
2021,2017-2021,31109000900,"Census Tract 9, Lancaster County, Nebraska",44467,20.69,59.93,10.78,48.85,11.61,22.42,4.41,348,170,375,724,65
2021,2017-2021,31109001001,"Census Tract 10.01, Lancaster County, Nebraska",55250,16.05,31.65,15.0,28.35,6.86,10.25,3.01,455,129,208,311,38
2021,2017-2021,31109001002,"Census Tract 10.02, Lancaster County, Nebraska",49485,8.15,81.64,13.53,31.84,10.94,24.24,2.22,245,78,196,439,23
2021,2017-2021,31109001003,"Census Tract 10.03, Lancaster County, Nebraska",54631,10.49,74.07,11.74,40.87,16.65,22.85,4.05,460,188,652,895,77
2021,2017-2021,31109001101,"Census Tract 11.01, Lancaster County, Nebraska",71500,8.28,28.39,18.54,12.06,11.31,11.81,0.0,854,103,521,544,0
2021,2017-2021,31109001102,"Census Tract 11.02, Lancaster County, Nebraska",71118,10.33,14.69,15.46,36.15,9.54,12.54,0.0,520,188,321,422,0
2021,2017-2021,31109001200,"Census Tract 12, Lancaster County, Nebraska",76250,6.37,32.81,13.7,28.59,8.27,11.09,0.0,878,251,530,711,0
2021,2017-2021,31109001301,"Census Tract 13.01, Lancaster County, Nebraska",70428,5.72,38.52,37.85,36.98,16.71,5.8,1.05,1344,497,590,206,18
2021,2017-2021,31109001302,"Census Tract 13.02, Lancaster County, Nebraska",91667,2.58,8.54,23.99,32.91,8.93,11.14,1.58,717,236,267,333,19
2021,2017-2021,31109001400,"Census Tract 14, Lancaster County, Nebraska",60351,9.59,25.31,21.59,32.85,15.35,8.45,2.39,956,314,658,374,46
2021,2017-2021,31109001500,"Census Tract 15, Lancaster County, Nebraska",60160,9.04,32.58,14.5,24.92,8.54,13.87,2.38,662,165,377,633,44
2021,2017-2021,31109001600,"Census Tract 16, Lancaster County, Nebraska",60984,13.05,37.92,16.33,30.28,8.59,12.97,1.18,905,274,476,719,31
2021,2017-2021,31109001700,"Census Tract 17, Lancaster County, Nebraska",32339,24.83,85.1,11.44,40.49,23.03,43.79,11.71,573,232,1152,2193,319
2021,2017-2021,31109001800,"Census Tract 18, Lancaster County, Nebraska",25237,44.65,91.69,5.44,51.33,16.54,32.71,6.76,113,58,343,680,70
2021,2017-2021,31109001900,"Census Tract 19, Lancaster County, Nebraska",30603,54.91,85.41,7.88,36.0,8.87,13.82,2.24,150,54,168,263,20
2021,2017-2021,31109002001,"Census Tract 20.01, Lancaster County, Nebraska",29189,29.96,97.32,5.47,51.06,24.28,32.6,5.82,141,72,624,841,89
2021,2017-2021,31109002002,"Census Tract 20.02, Lancaster County, Nebraska",30250,26.61,96.65,5.84,82.25,16.67,33.24,4.64,169,139,446,962,72
2021,2017-2021,31109002100,"Census Tract 21, Lancaster County, Nebraska",44464,27.74,64.56,5.37,43.8,14.18,20.77,5.65,137,60,362,530,58
2021,2017-2021,31109002200,"Census Tract 22, Lancaster County, Nebraska",52639,24.76,52.06,9.15,38.75,20.49,30.14,9.06,529,205,1157,1742,211
2021,2017-2021,31109002300,"Census Tract 23, Lancaster County, Nebraska",60638,12.83,45.59,13.3,28.76,14.74,14.09,5.9,751,216,831,796,145
2021,2017-2021,31109002400,"Census Tract 24, Lancaster County, Nebraska",121250,6.06,4.83,13.07,18.57,5.23,3.83,0.0,420,78,168,123,0
2021,2017-2021,31109002500,"Census Tract 25, Lancaster County, Nebraska",64661,4.65,22.79,21.37,32.57,13.96,6.7,0.54,1136,370,742,356,13
2021,2017-2021,31109002701,"Census Tract 27.01, Lancaster County, Nebraska",45464,9.43,71.57,10.2,63.03,10.19,24.6,4.12,330,208,329,796,58
2021,2017-2021,31109002702,"Census Tract 27.02, Lancaster County, Nebraska",72367,10.44,33.75,18.04,16.07,7.69,20.88,0.0,1064,171,445,1232,0
2021,2017-2021,31109002800,"Census Tract 28, Lancaster County, Nebraska",65729,5.59,31.53,20.48,26.69,11.5,10.06,0.44,1083,289,608,532,11
2021,2017-2021,31109002900,"Census Tract 29, Lancaster County, Nebraska",49661,17.4,69.03,11.42,48.55,10.7,17.03,3.62,587,285,550,875,96
2021,2017-2021,31109003002,"Census Tract 30.02, Lancaster County, Nebraska",44886,17.67,44.51,12.18,25.19,13.83,24.05,3.28,393,99,446,776,46
2021,2017-2021,31109003003,"Census Tract 30.03, Lancaster County, Nebraska",44296,17.29,52.82,12.63,34.46,10.03,27.98,4.65,653,225,514,1447,103
2021,2017-2021,31109003004,"Census Tract 30.04, Lancaster County, Nebraska",67240,6.22,39.4,21.88,43.26,13.8,14.45,2.54,742,321,468,490,38
2021,2017-2021,31109003005,"Census Tract 30.05, Lancaster County, Nebraska",59615,30.31,35.07,13.83,23.35,9.0,27.83,10.18,651,152,422,1310,162
2021,2017-2021,31109003102,"Census Tract 31.02, Lancaster County, Nebraska",73661,3.13,35.72,6.06,17.3,6.2,6.57,0.0,370,64,378,401,0
2021,2017-2021,31109003103,"Census Tract 31.03, Lancaster County, Nebraska",57940,18.92,45.89,6.79,20.88,17.84,28.03,7.99,182,38,478,751,71
2021,2017-2021,31109003104,"Census Tract 31.04, Lancaster County, Nebraska",40919,20.57,46.52,6.24,64.37,15.5,18.85,4.89,348,224,865,1052,109
2021,2017-2021,31109003202,"Census Tract 32.02, Lancaster County, Nebraska",57479,16.56,70.56,8.59,26.02,12.28,17.05,0.0,246,64,350,488,0
2021,2017-2021,31109003301,"Census Tract 33.01, Lancaster County, Nebraska",54477,21.12,49.48,11.02,38.57,8.89,13.64,0.52,420,162,339,520,9
2021,2017-2021,31109003302,"Census Tract 33.02, Lancaster County, Nebraska",97125,7.29,6.18,4.43,24.69,6.21,18.8,3.16,239,59,305,1015,47
2021,2017-2021,31109003401,"Census Tract 34.01, Lancaster County, Nebraska",88385,9.95,20.43,7.07,20.22,9.34,24.95,6.43,450,91,473,1588,117
2021,2017-2021,31109003402,"Census Tract 34.02, Lancaster County, Nebraska",62188,11.48,31.37,7.51,33.12,7.99,20.3,7.03,471,156,501,1273,161
2021,2017-2021,31109003500,"Census Tract 35, Lancaster County, Nebraska",-666666666,,,9.62,0.0,,17.31,,10,0,0,18,0
2021,2017-2021,31109003601,"Census Tract 36.01, Lancaster County, Nebraska",-666666666,,,3.56,0.0,,48.89,,45,0,0,618,0
2021,2017-2021,31109003604,"Census Tract 36.04, Lancaster County, Nebraska",119438,3.92,20.48,21.31,9.7,10.22,5.6,0.0,742,72,356,195,0
2021,2017-2021,31109003605,"Census Tract 36.05, Lancaster County, Nebraska",85000,6.67,11.84,12.68,30.96,9.21,12.26,0.0,520,161,375,503,0
2021,2017-2021,31109003607,"Census Tract 36.07, Lancaster County, Nebraska",83750,8.15,54.42,8.16,14.54,4.35,25.86,3.54,392,57,208,1242,66
2021,2017-2021,31109003608,"Census Tract 36.08, Lancaster County, Nebraska",65179,12.85,44.75,15.41,36.73,13.29,7.31,0.61,196,72,169,93,4
2021,2017-2021,31109003609,"Census Tract 36.09, Lancaster County, Nebraska",129250,4.41,21.49,22.78,15.99,8.69,10.48,2.05,563,90,214,259,20
2021,2017-2021,31109003704,"Census Tract 37.04, Lancaster County, Nebraska",53031,10.95,68.79,7.25,21.46,6.64,21.06,3.19,410,88,375,1192,79
2021,2017-2021,31109003708,"Census Tract 37.08, Lancaster County, Nebraska",76597,11.7,45.58,25.17,33.84,12.52,9.53,0.0,990,335,491,375,0
2021,2017-2021,31109003709,"Census Tract 37.09, Lancaster County, Nebraska",86333,7.48,27.5,12.35,14.51,6.08,9.35,0.62,634,92,312,480,12
2021,2017-2021,31109003713,"Census Tract 37.13, Lancaster County, Nebraska",106667,5.11,29.2,23.95,7.01,8.61,8.65,0.0,670,47,241,242,0
2021,2017-2021,31109003714,"Census Tract 37.14, Lancaster County, Nebraska",124615,2.03,20.37,12.33,23.61,6.62,9.54,1.76,631,149,338,488,33
2021,2017-2021,31109003715,"Census Tract 37.15, Lancaster County, Nebraska",116953,6.02,14.54,20.94,19.24,5.18,10.67,4.89,473,91,117,241,41
2021,2017-2021,31109003716,"Census Tract 37.16, Lancaster County, Nebraska",103625,3.48,33.3,11.32,31.19,6.79,14.78,1.56,606,189,363,791,30
2021,2017-2021,31109003718,"Census Tract 37.18, Lancaster County, Nebraska",131667,1.18,7.55,22.69,4.71,6.42,11.23,0.0,806,38,228,399,0
2021,2017-2021,31109003719,"Census Tract 37.19, Lancaster County, Nebraska",114914,3.81,24.21,14.47,16.6,6.99,9.62,2.17,771,128,372,513,45
2021,2017-2021,31109003721,"Census Tract 37.21, Lancaster County, Nebraska",83167,4.85,34.48,21.04,21.23,6.12,8.23,2.99,895,190,260,350,54
2021,2017-2021,31109003722,"Census Tract 37.22, Lancaster County, Nebraska",44138,10.27,69.01,43.55,48.32,29.27,1.74,0.0,803,388,519,32,0
2021,2017-2021,31109003723,"Census Tract 37.23, Lancaster County, Nebraska",96619,2.84,2.88,19.03,20.08,8.36,7.64,0.0,792,159,348,318,0
2021,2017-2021,31109003724,"Census Tract 37.24, Lancaster County, Nebraska",74826,2.41,27.92,28.06,28.03,6.7,6.88,0.0,1081,303,258,265,0
2021,2017-2021,31109003725,"Census Tract 37.25, Lancaster County, Nebraska",141308,1.38,11.59,10.37,22.12,9.26,4.09,0.0,330,73,294,130,0
2021,2017-2021,31109003726,"Census Tract 37.26, Lancaster County, Nebraska",110234,1.25,34.59,11.97,8.47,5.11,18.09,1.99,307,26,131,464,18
2021,2017-2021,31109003727,"Census Tract 37.27, Lancaster County, Nebraska",113208,5.97,11.15,23.55,4.88,6.41,9.28,1.49,533,26,145,210,13
2021,2017-2021,31109003728,"Census Tract 37.28, Lancaster County, Nebraska",75817,7.76,29.99,16.02,12.89,9.6,15.37,0.0,714,92,427,685,0
2021,2017-2021,31109003801,"Census Tract 38.01, Lancaster County, Nebraska",70709,10.61,23.9,33.94,34.49,17.59,7.08,2.52,1586,547,822,331,54
2021,2017-2021,31109003802,"Census Tract 38.02, Lancaster County, Nebraska",81630,8.92,17.42,19.19,23.0,11.27,7.48,1.88,613,141,360,239,25
2021,2017-2021,31109010100,"Census Tract 101, Lancaster County, Nebraska",98125,2.9,15.39,19.32,18.37,8.62,2.55,0.0,1328,244,585,175,0
2021,2017-2021,31109010202,"Census Tract 102.02, Lancaster County, Nebraska",96974,4.15,11.7,15.67,15.08,6.03,5.08,0.0,703,106,270,228,0
2021,2017-2021,31109010203,"Census Tract 102.03, Lancaster County, Nebraska",125085,2.61,26.81,4.98,32.93,5.9,8.02,1.42,82,27,97,132,9
2021,2017-2021,31109010204,"Census Tract 102.04, Lancaster County, Nebraska",67500,16.49,51.34,4.58,9.91,5.49,23.18,3.24,232,23,273,1175,63
2021,2017-2021,31109010300,"Census Tract 103, Lancaster County, Nebraska",97852,4.23,4.76,26.98,10.35,17.5,3.51,0.0,1246,129,802,162,0
2021,2017-2021,31109010401,"Census Tract 104.01, Lancaster County, Nebraska",97391,1.59,7.42,13.43,15.93,7.83,1.23,0.53,590,94,344,54,8
2021,2017-2021,31109010402,"Census Tract 104.02, Lancaster County, Nebraska",99911,3.36,7.99,16.02,27.55,12.16,3.43,2.09,864,238,645,185,41
2021,2017-2021,31109983200,"Census Tract 9832, Lancaster County, Nebraska",-666666666,0.0,100.0,0.0,,0.0,50.74,0.0,0,0,0,69,0
2022,2018-2022,31109000100,Census Tract 1; Lancaster County; Nebraska,48464,12.14,40.66,17.95,47.02,21.14,16.82,0.0,604,284,707,566,0
2022,2018-2022,31109000201,Census Tract 2.01; Lancaster County; Nebraska,67587,10.26,39.08,16.9,57.01,13.32,12.62,0.58,777,443,606,580,12
2022,2018-2022,31109000202,Census Tract 2.02; Lancaster County; Nebraska,42623,25.94,64.69,10.69,47.8,11.16,19.84,0.0,410,196,428,761,0
2022,2018-2022,31109000300,Census Tract 3; Lancaster County; Nebraska,47053,20.81,75.45,7.97,41.16,14.86,21.44,1.71,328,135,607,882,32
2022,2018-2022,31109000400,Census Tract 4; Lancaster County; Nebraska,46991,33.91,67.38,6.81,50.62,13.51,38.87,6.0,401,203,795,2290,121
2022,2018-2022,31109000500,Census Tract 5; Lancaster County; Nebraska,39476,39.86,89.81,4.53,67.57,19.57,30.7,3.22,111,75,473,753,36
2022,2018-2022,31109000600,Census Tract 6; Lancaster County; Nebraska,42021,57.21,100.0,0.0,,6.62,16.0,0.0,0,0,388,938,0
2022,2018-2022,31109000700,Census Tract 7; Lancaster County; Nebraska,35530,30.8,80.25,12.14,55.56,7.74,52.96,15.08,306,170,195,1335,184
2022,2018-2022,31109000800,Census Tract 8; Lancaster County; Nebraska,49280,27.23,55.34,6.39,33.87,17.36,40.49,11.55,248,84,674,1572,171
2022,2018-2022,31109000900,Census Tract 9; Lancaster County; Nebraska,45000,15.96,60.81,9.24,58.94,13.52,14.53,3.22,302,178,442,475,51
2022,2018-2022,31109001001,Census Tract 10.01; Lancaster County; Nebraska,63750,17.9,30.66,14.46,24.38,10.15,13.89,3.12,480,117,337,461,40
2022,2018-2022,31109001002,Census Tract 10.02; Lancaster County; Nebraska,48620,10.2,83.66,14.35,24.82,10.82,24.14,1.11,274,68,203,461,12
2022,2018-2022,31109001003,Census Tract 10.03; Lancaster County; Nebraska,62594,9.39,71.32,10.86,48.16,18.45,23.5,3.17,434,209,737,939,61
